repositoryId,isTop,label,unit,valueString,valueType,compareOptions
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,test_accuracy,%,5.573,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,mean_error,%,1.341,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,hparams/dropout,%,2.429,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,hparams/batch_size,,2.033,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,training_error,%,6.467,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,hparams/dropout,%,9.222,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNjQ4NzAzODY=,False,mean_squared_error,%,0.925,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,training_error,%,9.372,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,test_error,%,9.621,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,True,test_loss,,7.469,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,test_accuracy,%,7.543,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,True,training_error,%,9.144,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,mean_squared_error,%,6.956,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,True,mean_error,%,7.038,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,hparams/batch_size,,9.151,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk3NTU2Njk5Mw==,False,f1_score,,7.755,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,mean_error,%,1.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,mean_error,%,2.608,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,True,training_loss,,9.348,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,mean_error,%,2.952,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparams/dropout,%,1.962,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparams/alpha,,3.798,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparms/beta,,8.334,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,True,mean_squared_error,%,4.993,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNTY2MDY3Mzg=,False,hparams/lr,,6.546,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,True,hparms/beta,,1.375,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,training_error,%,6.307,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,hparams/alpha,,0.680,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,test_loss,,1.510,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,mean_squared_error,%,2.187,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,test_loss,,4.560,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,mean_error,%,0.157,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,hparams/dropout,%,5.322,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,training_loss,,4.113,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,True,hparams/dropout,%,0.167,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,f1_score,,7.222,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzMjE5NjA0NDc=,False,f1_score,,5.357,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/dropout,%,9.902,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,training_loss,,3.000,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,training_loss,,8.281,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,test_loss,,0.806,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,test_loss,,9.917,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,mean_error,%,6.499,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/dropout,%,0.317,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/batch_size,,4.053,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/alpha,,3.772,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparams/alpha,,4.760,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,hparms/beta,,6.367,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNTk5OTE3Nzg=,False,mean_squared_error,%,7.028,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/dropout,%,5.430,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,test_error,%,6.581,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/batch_size,,1.794,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,True,hparams/optimizer,,ADAM,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/lr,,1.442,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,True,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,training_error,%,8.209,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,True,mean_squared_error,%,9.289,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/batch_size,,2.993,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/optimizer,,POWER_SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,training_error,%,2.405,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkzNDE3MTQyMDM=,False,hparams/batch_size,,8.347,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMzQ5NjU0Mg==,False,test_accuracy,%,3.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMzQ5NjU0Mg==,True,training_error,%,0.977,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMzQ5NjU0Mg==,False,training_loss,,2.321,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMzQ5NjU0Mg==,True,test_accuracy,%,0.760,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,mean_error,%,7.397,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,True,hparams/alpha,,3.167,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,hparms/beta,,0.915,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,True,training_error,%,9.430,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,True,test_error,%,4.447,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,training_loss,,7.613,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,test_error,%,1.022,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,True,test_accuracy,%,0.873,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,training_error,%,4.310,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,training_loss,,5.570,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,test_loss,,5.124,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,training_error,%,1.033,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMjA1NDEzOTc=,False,test_error,%,0.896,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,hparms/beta,,2.689,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,test_accuracy,%,2.684,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,training_error,%,1.459,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,mean_squared_error,%,1.672,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,hparams/lr,,4.211,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,True,mean_error,%,4.842,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,training_error,%,0.769,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDcwODM4Ng==,False,test_loss,,2.517,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,mean_squared_error,%,9.473,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,test_loss,,2.009,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,training_loss,,3.142,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/batch_size,,9.646,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/batch_size,,2.914,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,test_error,%,6.950,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/dropout,%,4.910,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,True,hparams/batch_size,,5.759,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/alpha,,2.424,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/dropout,%,3.761,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/dropout,%,8.165,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,test_loss,,3.650,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk5MTM4OTc2Mw==,False,hparams/batch_size,,9.321,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1Njk4NjAxNw==,True,training_error,%,4.385,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1Njk4NjAxNw==,True,mean_squared_error,%,2.913,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1Njk4NjAxNw==,False,hparams/shuffle,,TRUE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk1Njk4NjAxNw==,True,hparms/beta,,8.190,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk1Njk4NjAxNw==,False,training_error,%,7.957,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,test_error,%,9.204,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,training_error,%,6.917,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,test_accuracy,%,5.436,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,training_loss,,7.907,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,mean_error,%,7.016,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,hparms/beta,,8.123,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MjkyNTEyMQ==,False,mean_error,%,5.938,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMzY4ODE0OTE=,True,test_accuracy,%,6.470,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMzY4ODE0OTE=,False,test_error,%,0.443,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMzY4ODE0OTE=,True,hparams/alpha,,9.836,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDU4NzQ1MQ==,False,f1_score,,5.188,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDU4NzQ1MQ==,True,hparams/lr,,5.805,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk2MDU4NzQ1MQ==,True,mean_error,%,5.752,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjIxNjg2ODc=,False,hparams/alpha,,9.617,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjIxNjg2ODc=,True,f1_score,,1.161,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjIxNjg2ODc=,False,training_loss,,9.407,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyNjIxNjg2ODc=,True,hparms/beta,,1.417,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,hparams/alpha,,3.310,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,training_loss,,4.264,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,training_error,%,4.621,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,hparms/beta,,7.978,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,training_loss,,6.298,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,f1_score,,1.864,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,training_error,%,6.573,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,f1_score,,3.956,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,hparams/alpha,,7.374,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,training_loss,,8.831,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,hparams/dropout,%,4.496,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,hparams/optimizer,,SGD,STRING,EQUAL_TO
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,test_accuracy,%,3.888,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,mean_error,%,7.047,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NzM4OTIxMg==,False,mean_squared_error,%,2.058,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjA4NzQxOA==,False,test_accuracy,%,1.971,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjA4NzQxOA==,True,mean_squared_error,%,1.140,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnk4NjA4NzQxOA==,False,hparams/alpha,,6.707,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,mean_squared_error,%,1.830,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,hparams/alpha,,6.934,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,True,hparams/dropout,%,5.108,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,True,test_error,%,4.182,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,hparams/dropout,%,1.379,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,training_error,%,3.837,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,hparams/batch_size,,1.858,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,test_error,%,6.355,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,training_loss,,6.934,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,test_loss,,6.453,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,True,training_loss,,9.999,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxMDA2Mzg5NzQ=,False,hparams/batch_size,,5.549,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxNzMxNTQ4MjY=,True,hparams/dropout,%,9.518,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,mean_error,%,1.682,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,mean_error,%,4.573,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,training_error,%,7.425,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,hparms/beta,,7.659,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,hparams/dropout,%,5.497,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,mean_error,%,1.132,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,training_loss,,1.142,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,f1_score,,7.751,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,test_accuracy,%,8.233,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,hparams/batch_size,,3.669,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkyMDIwMjE1NjE=,False,hparams/batch_size,,8.226,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,mean_squared_error,%,8.107,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,hparams/shuffle,,FALSE,BOOLEAN,EQUAL_TO
MDEwOlJlcG9zaXRvcnkxODEwMTAwNjI=,False,training_loss,,8.610,FLOAT,EQUAL_TO LESS_THAN GREATER_THAN
